"phylum","class","order","family","genus","species","body_mass_kg","brain_mass_kg","brain_body_ratio"
"Chordata","Aves","Strigiformes","Strigidae","Ninox","Ninox rufa",0.82,0.00873348,0.0106505853658537
"Chordata","Aves","Strigiformes","Strigidae","Ninox","Ninox strenua",1.35,0.01185184,0.00877914074074074
"Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto javanica",0.36,0.00674436,0.0187343333333333
"Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto longimembris",0.3715,0.00541828,0.0145848721399731
"Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto novaehollandiae",0.593,0.00877492,0.0147975042158516
"Chordata","Aves","Strigiformes","Tytonidae","Tyto","Tyto tenebricosa",0.585,0.0131572,0.0224909401709402
"Chordata","Aves","Stringiformes","Strigidae","Bubo","Bubo virginianus",1.177,0.0137,0.0116397621070518
"Chordata","Aves","Struthioniformes","Struthionidae","Struthio","Struthio camelus",123,0.04211,0.000342357723577236
"Chordata","Aves","Suliformes","Anhingidae","Anhinga","Anhinga novaehollandiae",1.5,0.00472416,0.00314944
"Chordata","Aves","Suliformes","Fregatidae","Fregata","Fregata aquila",1.405,0.00945,0.00672597864768683
"Chordata","Aves","Suliformes","Fregatidae","Fregata","Fregata minor",1.44,0.00956228,0.00664047222222222
"Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax carbo",2.15,0.0108262,0.00503544186046512
"Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax fuscescens",1.515,0.00921004,0.00607923432343234
"Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax sulcirostris",1,0.00584304,0.00584304
"Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax varius",2.2,0.00954156,0.00433707272727273
"Chordata","Aves","Suliformes","Sulidae","Sula","Sula leucogaster",2.05,0.00936544,0.00456850731707317
"Chordata","Mammalia","Afrosoricida","Chrysochloridae","Chrysochloris","Chrysochloris asiatica",0.049,7e-04,0.0142857142857143
"Chordata","Mammalia","Afrosoricida","Chrysochloridae","Chrysochloris","Chrysochloris stuhlmanni",0.0398,0.00074,0.0185929648241206
"Chordata","Mammalia","Afrosoricida","Tenrecidae","Echinops","Echinops telfairi",0.0875,0.00062,0.00708571428571429
"Chordata","Mammalia","Afrosoricida","Tenrecidae","Hemicentetes","Hemicentetes semispinosus",0.11,0.00083,0.00754545454545455
"Chordata","Mammalia","Afrosoricida","Tenrecidae","Limnogale","Limnogale mergulus",0.092,0.00115,0.0125
"Chordata","Mammalia","Afrosoricida","Tenrecidae","Microgale","Microgale cowani",0.0152,0.00042,0.0276315789473684
"Chordata","Mammalia","Afrosoricida","Tenrecidae","Microgale","Microgale dobsoni",0.0326,0.00056,0.0171779141104294
"Chordata","Mammalia","Afrosoricida","Tenrecidae","Oryzorictes","Oryzorictes hova",0.0442,0.00058,0.0131221719457014
"Chordata","Mammalia","Afrosoricida","Tenrecidae","Potamogale","Potamogale velox",0.66,0.0041,0.00621212121212121
"Chordata","Mammalia","Afrosoricida","Tenrecidae","Setifer","Setifer setosus",0.248,0.00151,0.00608870967741936
"Chordata","Mammalia","Afrosoricida","Tenrecidae","Tenrec","Tenrec ecaudatus",0.832,0.00257,0.00308894230769231
"Chordata","Mammalia","Artiodactyla","Bovidae","Bison","Bison bison",54.88,0.334,0.00608600583090379
"Chordata","Mammalia","Artiodactyla","Bovidae","Boselaphus","Boselaphus tragocamelus",125,0.27175,0.002174
"Chordata","Mammalia","Artiodactyla","Bovidae","Syncerus","Syncerus caffer",693.666666666667,0.645,0.000945351170568562
"Chordata","Mammalia","Artiodactyla","Bovidae","Tragelaphus","Tragelaphus sylvaticus",44.225,0.165,0.00376860749952892
"Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus canadensis",200,0.4093,0.0020465
"Chordata","Mammalia","Artiodactyla","Cervidae","Rangifer","Rangifer tarandus",87.4366666666667,0.289666666666667,0.00361518773065614
"Chordata","Mammalia","Carnivora","Ailuridae","Ailurus","Ailurus fulgens",5.59,0.0468,0.00837209302325581
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis familiaris",21.763,0.090099,0.00463905284746194
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis latrans",8.51,0.08424,0.00989894242068155
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lubilus",29.94,0.152,0.00507682030728123
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus",22.68,0.119,0.00524691358024691
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis mesomelas",5.425,0.0504,0.0114951754385965
"Chordata","Mammalia","Carnivora","Canidae","Otocyon","Otocyon megalotis",3.335,0.02609,0.00782308845577211
"Chordata","Mammalia","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",3.749,0.03728,0.00994398506268338
"Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes fulva",4.625,0.0533,0.0115243243243243
"Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes lagopus",3.385,0.0445,0.0131462333825702
"Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes vulpes",3.23166666666667,0.0469666666666667,0.015034984213219
"Chordata","Mammalia","Carnivora","Eupleridae","Cryptoprocta","Cryptoprocta ferox",9.5,0.03678,0.00387157894736842
"Chordata","Mammalia","Carnivora","Felidae","Caracal","Caracal caracal",7.67,0.0519,0.00676662320730117
"Chordata","Mammalia","Carnivora","Felidae","Felis","Felis silestris",3.30425,0.024515,0.00823665343155789
"Chordata","Mammalia","Carnivora","Felidae","Felis","Felis silvestris",3.3,0.0275977777777778,0.00849945188068929
"Chordata","Mammalia","Carnivora","Felidae","Leptailurus","Leptailurus serval",7.887,0.05995,0.00791987953351518
"Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera leo",84,0.2595,0.00308928571428571
"Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera onca",34.47,0.147,0.00426457789382071
"Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera pardus",48,0.135,0.0028125
"Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera tigris",188,0.265576666666667,0.00141148561526193
"Chordata","Mammalia","Carnivora","Felidae","Puma","Puma concolor",28.79,0.1067,0.00370614796804446
"Chordata","Mammalia","Carnivora","Herpestidae","Atilax","Atilax paludinosus",3.3,0.02784,0.00843636363636364
"Chordata","Mammalia","Carnivora","Herpestidae","Herpestes","Herpestes smithii",1.205,0.0146,0.0121161825726141
"Chordata","Mammalia","Carnivora","Herpestidae","Herpestes","Herpestes urva",1.863,0.0223,0.0119699409554482
"Chordata","Mammalia","Carnivora","Herpestidae","Ichneumia","Ichneumia albicauda",4.4,0.0283,0.00643181818181818
"Chordata","Mammalia","Carnivora","Herpestidae","Paracynictis","Paracynictis selousi",1.64,0.01673,0.0102012195121951
"Chordata","Mammalia","Carnivora","Hyaenidae","Crocuta","Crocuta crocuta",62.37,0.175,0.00280583613916947
"Chordata","Mammalia","Carnivora","Mephitidae","Mephitis","Mephitis mephitis",1.88666666666667,0.0106833333333333,0.00579845566545202
"Chordata","Mammalia","Carnivora","Mephitidae","Mydaus","Mydaus marchei",1.414,0.01487,0.0105162659123055
"Chordata","Mammalia","Carnivora","Mephitidae","Spilogale","Spilogale gracilis",0.42,0.00681,0.0162142857142857
"Chordata","Mammalia","Carnivora","Mephitidae","Spilogale","Spilogale putorius",0.341,0.00733,0.0214956011730205
"Chordata","Mammalia","Carnivora","Mustelidae","Conepatus","Conepatus chinga",1.918,0.01632,0.00850886339937435
"Chordata","Mammalia","Carnivora","Mustelidae","Conepatus","Conepatus leuconotus",3.5,0.01852,0.00529142857142857
"Chordata","Mammalia","Carnivora","Mustelidae","Eira","Eira barbara",2,0.0442,0.0221
"Chordata","Mammalia","Carnivora","Mustelidae","Galictis","Galictis cuja",1,0.02352,0.02352
"Chordata","Mammalia","Carnivora","Mustelidae","Galictis","Galictis vittata",0.92,0.0153,0.0166304347826087
"Chordata","Mammalia","Carnivora","Mustelidae","Ictonyx","Ictonyx striatus",1.3,0.00817,0.00628461538461538
"Chordata","Mammalia","Carnivora","Mustelidae","Mellivora","Mellivora capensis",9,0.08604,0.00956
"Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela arctica",0.14515,0.004555,0.0309956651843029
"Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela erminea",0.13375,0.00383,0.0301976671631265
"Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela putorius",0.415,0.0066,0.0159036144578313
"Chordata","Mammalia","Carnivora","Mustelidae","Poecilogale","Poecilogale albinucha",0.34,0.00456,0.0134117647058824
"Chordata","Mammalia","Carnivora","Mustelidae","Taxidea","Taxidea taxus",6,0.056,0.00933333333333333
"Chordata","Mammalia","Carnivora","Mustelidae","Vormela","Vormela peregusna",0.45,0.00653,0.0145111111111111
"Chordata","Mammalia","Carnivora","Procyonidae","Bassaricyon","Bassaricyon alleni",1.235,0.01937,0.0156842105263158
"Chordata","Mammalia","Carnivora","Procyonidae","Nasua","Nasua narica",6.25,0.04417,0.0070672
"Chordata","Mammalia","Carnivora","Procyonidae","Potos","Potos flavus",2.62,0.03105,0.0118511450381679
"Chordata","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor",4.28825,0.0391875,0.00997906688214591
"Chordata","Mammalia","Carnivora","Ursidae","Ursus","Ursus arctos",136.951335,0.284935,0.00210062540831715
"Chordata","Mammalia","Carnivora","Ursidae","Ursus","Ursus maritimus",258.285,0.498,0.00202481858076884
"Chordata","Mammalia","Carnivora","Viverridae","Genetta","Genetta pardina",1.032,0.0154,0.014922480620155
"Chordata","Mammalia","Carnivora","Viverridae","Genetta","Genetta tigrina",1.4135,0.01562,0.0111349374228803
"Chordata","Mammalia","Carnivora","Viverridae","Paguma","Paguma larvata",4.3,0.02647,0.00615581395348837
"Chordata","Mammalia","Carnivora","Viverridae","Viverra","Viverra tangalunga",10,0.02725,0.002725
"Chordata","Mammalia","Cetartiodactyla","Bovidae","Damaliscus","Damaliscus pygargus",62.5,0.2546,0.0040736
"Chordata","Mammalia","Cetartiodactyla","Bovidae","Tragelaphus","Tragelaphus eurycerus",253,0.389,0.00153754940711462
"Chordata","Mammalia","Chiroptera","Desmodontidae","Diaemus","Diaemus rotundus",0.03,0.00086,0.0286666666666667
"Chordata","Mammalia","Chiroptera","Desmodontidae","Diaemus","Diaemus youngi",0.0346,0.00097,0.0280346820809249
"Chordata","Mammalia","Chiroptera","Emballonuridae","Rhynchonycteris","Rhynchonycteris naso",0.0043,0.00011,0.0255813953488372
"Chordata","Mammalia","Chiroptera","Emballonuridae","Saccopteryx","Saccopteryx bilineata",0.008,0.00022,0.0275
"Chordata","Mammalia","Chiroptera","Hipposideridae","Hipposideros","Hipposideros bicolor",0.0084,0.00024,0.0285714285714286
"Chordata","Mammalia","Chiroptera","Hipposideridae","Hipposideros","Hipposideros caffer",0.0107,0.00032,0.0299065420560748
"Chordata","Mammalia","Chiroptera","Molossidae","Chaerophon","Chaerophon Ieucostigma",0.0265,0.00039,0.0147169811320755
"Chordata","Mammalia","Chiroptera","Molossidae","Chaerophon","Chaerophon limbatus",0.0133,0.00029,0.0218045112781955
"Chordata","Mammalia","Chiroptera","Molossidae","Molossus","Molossus ate",0.0281,0.00048,0.0170818505338078
"Chordata","Mammalia","Chiroptera","Molossidae","Molossus","Molossus major",0.013,0.00026,0.02
"Chordata","Mammalia","Chiroptera","Molossidae","Tadarida","Tadarida albiventer",0.0115,0.00022,0.0191304347826087
"Chordata","Mammalia","Chiroptera","Noctilionidae","Noctilio","Noctilio leporinus",0.0585,0.00126,0.0215384615384615
"Chordata","Mammalia","Chiroptera","Nycteridae","Nycteris","Nycteris arge",0.0106,0.00036,0.0339622641509434
"Chordata","Mammalia","Chiroptera","Phyllostomatidae","Artibeus","Artibeus jamaicensis",0.0375,0.00093,0.0248
"Chordata","Mammalia","Chiroptera","Phyllostomatidae","Artibeus","Artibeus lituratus",0.0587,0.00105,0.0178875638841567
"Chordata","Mammalia","Chiroptera","Phyllostomatidae","Carollia","Carollia perspicillata",0.016,0.00047,0.029375
"Chordata","Mammalia","Chiroptera","Phyllostomatidae","Glossophaga","Glossophaga soricina",0.0112,0.00039,0.0348214285714286
"Chordata","Mammalia","Chiroptera","Phyllostomatidae","Leptonycteris","Leptonycteris curasoae",0.0245,0.00055,0.0224489795918367
"Chordata","Mammalia","Chiroptera","Phyllostomatidae","Mimon","Mimon crenulatum",0.0148,0.00034,0.022972972972973
"Chordata","Mammalia","Chiroptera","Phyllostomatidae","Mormoops","Mormoops megalophylla",0.0156,0.00042,0.0269230769230769
"Chordata","Mammalia","Chiroptera","Phyllostomatidae","Phyllostomus","Phyllostomus discolor",0.033,0.00089,0.026969696969697
"Chordata","Mammalia","Chiroptera","Phyllostomatidae","Pteronotus","Pteronotus davyi",0.0106,0.00031,0.0292452830188679
"Chordata","Mammalia","Chiroptera","Phyllostomatidae","Sturnira","Sturnira lilium",0.0171,0.00052,0.0304093567251462
"Chordata","Mammalia","Chiroptera","Phyllostomatidae","Uroderma","Uroderma bilobatum",0.0164,0.00053,0.0323170731707317
"Chordata","Mammalia","Chiroptera","Phyllostomatidae","Vampyrops","Vampyrops helleri",0.0116,0.00042,0.0362068965517241
"Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus",0.028,0.000936,0.0334285714285714
"Chordata","Mammalia","Chiroptera","Pteropidae","Casinycteris","Casinycteris argynnis",0.0405,0.00092,0.022716049382716
"Chordata","Mammalia","Chiroptera","Pteropidae","Cynopterus","Cynopterus brachyotis",0.029,0.00088,0.0303448275862069
"Chordata","Mammalia","Chiroptera","Pteropidae","Cynopterus","Cynopterus horsfieldi",0.053,0.00123,0.0232075471698113
"Chordata","Mammalia","Chiroptera","Pteropidae","Eonycteris","Eonycteris spelea",0.05,0.00118,0.0236
"Chordata","Mammalia","Chiroptera","Pteropidae","Epomophorus","Epomophorus gambianus",0.309,0.00433,0.0140129449838188
"Chordata","Mammalia","Chiroptera","Pteropidae","Hypsignathus","Hypsignathus monstrosus",0.34,0.0034,0.01
"Chordata","Mammalia","Chiroptera","Pteropidae","Pteropus","Pteropus edwarsi",0.287,0.008,0.0278745644599303
"Chordata","Mammalia","Chiroptera","Pteropidae","Pteropus","Pteropus vampyru",1.22,0.0102,0.00836065573770492
"Chordata","Mammalia","Chiroptera","Pteropidae","Rousettus","Rousettus aegyptiacus",0.13,0.0026,0.02
"Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus giganteus",0.374857142857143,0.0073,0.0196234617278232
"Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",0.00715,0.000235,0.0328671328671329
"Chordata","Mammalia","Chiroptera","Vespertilionidae","Miniopterus","Miniopterus schreibers",0.0127,0.00029,0.0228346456692913
"Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis bechsteini",0.0075,0.000265,0.0353333333333333
"Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis bocagei",0.0076,0.00021,0.0276315789473684
"Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis dasycneme",0.015,0.00031,0.0206666666666667
"Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis daubentoni",0.007,0.00023,0.0328571428571429
"Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis myotis",0.025,0.00048,0.0192
"Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis mystacinus",0.004,0.00016,0.04
"Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis nattereri",0.007,0.00022,0.0314285714285714
"Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis nigricans",0.0045,0.00012,0.0266666666666667
"Chordata","Mammalia","Chiroptera","Vespertilionidae","Nyctalus","Nyctalus noctula",0.025,0.000369,0.01476
"Chordata","Mammalia","Chiroptera","Vespertilionidae","Scotophilus","Scotophilus gigas",0.101,0.001046,0.0103564356435644
"Chordata","Mammalia","Chiroptera","Vespertilionidae","Vespertilio","Vespertilio murinus",0.0333,0.000445,0.0133633633633634
"Chordata","Mammalia","Chiroptera","Vespertilionidae","Vespertilio","Vespertilio serotinus",0.0234,0.00031,0.0132478632478632
"Chordata","Mammalia","Cingulata","Chlamyphoridae","Euphractus","Euphractus sexcinctus",7.99,0.027435,0.00343366708385482
"Chordata","Mammalia","Cingulata","Chlamyphoridae","Tolypeutes","Tolypeutes matacus",1.2,0.00886,0.00738333333333333
"Chordata","Mammalia","Cingulata","Chlamyphoridae","Zaedyus","Zaedyus pichiy",1.74,0.00798,0.00458620689655172
"Chordata","Mammalia","Cingulata","Dasypodidae","Dasypus","Dasypus novemcinctus",2.7435,0.0085,0.00337970220816561
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinomys","Antechinomys laniger",0.0178,0.00048692,0.0273550561797753
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus agilis",0.0221,0.00058016,0.0262515837104072
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus bellus",0.0458,0.00065268,0.0142506550218341
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus flavipes",0.0307,0.00066304,0.0215973941368078
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus leo",0.0602,0.000777,0.012906976744186
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus melanurus",0.0258,0.0006734,0.0261007751937984
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus minimus",0.0363,0.00076664,0.0211195592286501
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus naso",0.0363,0.00079772,0.0219757575757576
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus stuartii",0.0298,0.00078736,0.0264214765100671
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus subtropicus",0.0291,0.00074592,0.0256329896907216
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus swainsonii",0.0635,0.00112924,0.0177833070866142
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Antechinus","Antechinus wilhelmina",0.0182,0.00080808,0.0444
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasycercus","Dasycercus cristicauda",0.07,0.00128464,0.018352
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyuroides","Dasyuroides byrnei",0.0984,0.001554,0.0157926829268293
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus albopunctatus",0.403,0.00392644,0.00974302729528536
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus geoffroii",0.76,0.00535612,0.00704752631578947
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus hallucatus",0.513,0.00350168,0.00682588693957115
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus maculatus",2.599,0.00974876,0.00375096575606002
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus spartacus",0.487,0.0054908,0.0112747433264887
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus viverrinus",0.813,0.00552188,0.0067919803198032
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Murexia","Murexia longicaudata",0.2965,0.00174048,0.00587008431703204
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Murexia","Murexia rothschildi",0.062,0.0010878,0.0175451612903226
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Myoictis","Myoictis melas",0.1311,0.0021238,0.0161998474446987
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Neophascogale","Neophascogale lorentzi",0.2064,0.0025382,0.012297480620155
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Ningaui","Ningaui ridei",0.004,0.00024864,0.06216
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Ningaui","Ningaui yvonneae",0.0078,0.00026936,0.0345333333333333
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Parantechinus","Parantechinus apicalis",0.0605,0.0012432,0.0205487603305785
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Parantechinus","Parantechinus bilarni",0.0294,0.0006734,0.0229047619047619
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Parantechinus","Parantechinus macdonnellensis",0.024,0.00050764,0.0211516666666667
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Parantechinus","Parantechinus roryi",0.0166,0.00043512,0.0262120481927711
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Parantechinus","Parantechinus rosamondae",0.0199,0.00055944,0.0281125628140703
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Phascogale","Phascogale calura",0.0438,0.00094276,0.021524200913242
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Phascogale","Phascogale tapoatafa",0.15,0.00187516,0.0125010666666667
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Phascolosorex","Phascolosorex dorsalis",0.0475,0.00114996,0.0242096842105263
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Planigale","Planigale gilesi",0.0061,0.00017612,0.028872131147541
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Planigale","Planigale ingrami",0.0041,0.0001554,0.0379024390243902
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Planigale","Planigale maculata",0.0067,0.0002072,0.0309253731343284
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Planigale","Planigale novaeguineae",0.0086,0.00027972,0.0325255813953488
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Planigale","Planigale tenuirostris",0.0039,0.00014504,0.0371897435897436
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sarcophilus","Sarcophilus harrisii",7.43,0.01666924,0.00224350471063257
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis bindi",0.0136,0.0003626,0.0266617647058824
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis crassicaudata",0.0133,0.00037296,0.0280421052631579
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis douglasi",0.0171,0.0003626,0.0212046783625731
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis griseoventer",0.0198,0.00050764,0.0256383838383838
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis hirtipes",0.009,0.00042476,0.0471955555555556
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis leucopus",0.0124,0.00042476,0.0342548387096774
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis macroura",0.017,0.0004144,0.0243764705882353
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis murina",0.0159,0.00045584,0.0286691823899371
"Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","Sminthopsis virginiae",0.0105,0.00035224,0.0335466666666667
"Chordata","Mammalia","Dasyuromorphia","Herpestidae","Mungos","Mungos mungo",0.93,0.0108,0.0116129032258065
"Chordata","Mammalia","Dasyuromorphia","Myrmecobiidae","Myrmecobius","Myrmecobius fasciatus",0.4054,0.004403,0.0108608781450419
"Chordata","Mammalia","Dasyuromorphia","Thylacinidae","Thylacinus","Thylacinus cynocephalus",28.496,0.05303284,0.00186106260527793
"Chordata","Mammalia","Dasyuromorphia","Viverridae","Paradoxurus","Paradoxurus hermaphroditus",3.047,0.0237,0.00777814243518215
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Caluromys","Caluromys derbianus",0.289,0.0035224,0.0121882352941176
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Caluromys","Caluromys philander",0.277,0.003626,0.0130902527075812
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","Didelphis marsupialis",1.89633333333333,0.00589286666666667,0.00340183022311531
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","Didelphis virginiana",2.797,0.00696192,0.00248906685734716
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosa","Marmosa elegans",0.0201,0.00073556,0.0365950248756219
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosa","Marmosa mexicana",0.0467,0.001036,0.0221841541755889
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosa","Marmosa mitis",0.0505,0.0007252,0.014360396039604
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosa","Marmosa murina",0.06,0.0011396,0.0189933333333333
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosa","Marmosa rubra",0.06,0.0012432,0.02072
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Metachirus","Metachirus nudicaudatus",0.39,0.003626,0.0092974358974359
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Monodelphis","Monodelphis brevicaudata",0.0646,0.0009324,0.0144334365325077
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Philander","Philander opossum",0.57,0.00396788,0.00696119298245614
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Thylamys","Thylamys elegans",0.025,0.00073556,0.0294224
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Thylamys","Thylamys pallidior",0.0207,0.00074592,0.0360347826086957
"Chordata","Mammalia","Diprotodontia","Acrobatidae","Acrobates","Acrobates pygmaeus",0.0089,0.0003626,0.0407415730337079
"Chordata","Mammalia","Diprotodontia","Acrobatidae","Distoechurus","Distoechurus pennatus",0.0454,0.00097384,0.0214502202643172
"Chordata","Mammalia","Diprotodontia","Burramyidae","Burramys","Burramys parvus",0.0366,0.001036,0.0283060109289617
"Chordata","Mammalia","Diprotodontia","Burramyidae","Cercartetus","Cercartetus caudatus",0.0193,0.00073556,0.0381119170984456
"Chordata","Mammalia","Diprotodontia","Burramyidae","Cercartetus","Cercartetus concinnus",0.0095,0.0003108,0.0327157894736842
"Chordata","Mammalia","Diprotodontia","Burramyidae","Cercartetus","Cercartetus lepidus",0.0078,0.00037296,0.0478153846153846
"Chordata","Mammalia","Diprotodontia","Burramyidae","Cercartetus","Cercartetus nanus",0.012,0.00044548,0.0371233333333333
"Chordata","Mammalia","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus bennettianus",2.078,0.019166,0.009223291626564
"Chordata","Mammalia","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus dorianus",7.879,0.0334628,0.00424708719380632
"Chordata","Mammalia","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus goodfellowi",5.968,0.0294224,0.00493002680965147
"Chordata","Mammalia","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus inustus",10.119,0.0311836,0.00308168791382548
"Chordata","Mammalia","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus lumholtzi",4.366,0.0271432,0.00621694915254237
"Chordata","Mammalia","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus matschiei",4.16,0.02849,0.00684855769230769
"Chordata","Mammalia","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus scottae",8.666,0.0302512,0.0034907915993538
"Chordata","Mammalia","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus spadix",4.947,0.029526,0.00596846573681019
